segment_id,route_segment,imd_total,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_deterministic,is_tent,tent_tier
299,N-260,343.2,14.7,1.0,2,False,None
300,N-260,7274.0,311.5,1.0,2,False,None
301,N-260,4845.8,207.5,1.0,2,False,None
302,N-260,5710.5,244.6,1.0,4,True,Comprehensive
303,N-260,5221.1,223.6,1.0,2,False,None
304,N-260,3515.4,150.5,1.0,2,False,None
305,N-260,1882.6,80.6,1.0,2,False,None
306,N-260A,33.5,1.4,1.0,2,False,None
307,N-260A,67.8,2.9,1.0,2,False,None
308,N-260A,87.5,3.7,1.0,2,False,None
309,N-260A,77.6,3.3,1.0,2,False,None
310,N-260A,2401.8,102.9,1.0,2,False,None
311,N-260R,3011.0,128.9,1.0,4,True,Comprehensive
312,N-2A,13555.7,580.5,1.0,2,False,None
313,N-2A,11612.0,497.3,1.0,2,False,None
314,N-2A,20478.8,877.0,1.0,2,False,None
315,N-2A,11612.0,497.3,1.0,2,False,None
316,N-2A,38.0,1.6,1.0,2,False,None
317,N-2A,9668.2,414.0,1.0,2,False,None
318,N-2R,584.5,25.0,1.0,2,False,None
319,N-2R,555.0,23.8,1.0,2,False,None
320,N-2R,555.0,23.8,1.0,2,False,None
321,N-2R,485.5,20.8,1.0,2,False,None
322,N-301,3338.7,143.0,1.0,2,False,None
323,N-301,994.1,42.6,1.0,2,False,None
324,N-301,222.2,9.5,1.0,2,False,None
325,N-301,3414.8,146.2,1.0,2,False,None
326,N-301,679.0,29.1,1.0,2,False,None
327,N-301,994.1,42.6,1.0,2,False,None
328,N-301,967.8,41.4,1.0,2,False,None
329,N-301,1573.5,67.4,1.0,2,False,None
330,N-310,2563.2,109.8,1.0,2,False,None
331,N-310,1587.6,68.0,1.0,2,False,None
332,N-320,4334.5,185.6,1.0,2,False,None
333,N-320,5208.9,223.1,1.0,2,False,None
334,N-320,6083.3,260.5,1.0,2,False,None
335,N-320A,341.7,14.6,1.0,2,False,None
336,N-323,4498.9,192.7,1.0,4,True,Comprehensive
337,N-323,5916.8,253.4,1.0,2,False,None
338,N-323,4498.9,192.7,1.0,4,True,Comprehensive
339,N-323A,1175.7,50.3,1.0,2,False,None
340,N-323A,837.8,35.9,1.0,2,False,None
341,N-323A,3486.2,149.3,1.0,2,False,None
342,N-323A,4927.5,211.0,1.0,2,False,None
343,N-323A,54.5,2.3,1.0,2,False,None
344,N-323A,185.5,7.9,1.0,2,False,None
345,N-323A,500.0,21.4,1.0,2,False,None
346,N-325,11358.5,486.4,1.0,2,False,None
347,N-325,6159.2,263.8,1.0,2,False,None
348,N-330,2032.6,87.0,1.0,2,False,None
349,N-330,1557.9,66.7,1.0,2,False,None
350,N-330,17532.3,750.8,1.0,2,False,None
351,N-330,720.1,30.8,1.0,2,False,None
352,N-330,1903.4,81.5,1.0,2,False,None
353,N-330,1903.4,81.5,1.0,2,False,None
354,N-330,4678.5,200.4,1.0,2,False,None
355,N-330,36286.8,1554.0,1.0,4,False,None
356,N-330,1309.0,56.1,1.0,2,False,None
357,N-330,347.5,14.9,1.0,2,False,None
358,N-330,339.8,14.5,1.0,2,False,None
359,N-330,1774.2,76.0,1.0,2,False,None
360,N-330,215.0,9.2,1.0,2,False,None
361,N-332,29407.0,1259.4,1.0,3,False,None
362,N-332,16601.5,711.0,1.0,2,False,None
363,N-332,15214.8,651.6,1.0,2,False,None
364,N-332,42508.5,1820.5,1.0,5,False,None
365,N-332,22764.0,974.9,1.0,3,False,None
366,N-332,16059.2,687.7,1.0,2,False,None
367,N-332,11011.0,471.6,1.0,2,False,None
368,N-332,6872.0,294.3,1.0,2,False,None
369,N-332,7262.8,311.0,1.0,2,False,None
370,N-332,16059.2,687.7,1.0,2,False,None
371,N-332,13671.1,585.5,1.0,2,False,None
372,N-332,9791.2,419.3,1.0,2,False,None
373,N-332A,3295.3,141.1,1.0,2,False,None
374,N-332A,3174.5,135.9,1.0,2,False,None
375,N-332R,7840.5,335.8,1.0,2,False,None
376,N-334,52428.5,2245.3,1.0,5,False,None
377,N-334,52428.5,2245.3,1.0,5,False,None
378,N-340,8246.2,353.1,1.0,2,False,None
379,N-340,8246.2,353.1,1.0,2,False,None
380,N-340,938.8,40.2,1.0,2,False,None
381,N-340,23717.5,1015.7,1.0,3,False,None
382,N-340,9655.5,413.5,1.0,2,False,None
383,N-340,7856.8,336.5,1.0,2,False,None
384,N-340,5080.2,217.6,1.0,2,False,None
385,N-340,8246.2,353.1,1.0,2,False,None
386,N-340,8246.2,353.1,1.0,2,False,None
387,N-340,13233.1,566.7,1.0,2,False,None
388,N-340,8246.2,353.1,1.0,4,True,Comprehensive
389,N-340,8310.4,355.9,1.0,4,True,Comprehensive
390,N-340,8246.2,353.1,1.0,2,False,None
391,N-340,8092.4,346.6,1.0,2,False,None
392,N-340,8246.2,353.1,1.0,2,False,None
393,N-340,16987.2,727.5,1.0,2,False,None
394,N-340,14443.5,618.6,1.0,2,False,None
395,N-340,8246.2,353.1,1.0,2,False,None
396,N-340,18588.2,796.0,1.0,2,False,None
397,N-340,8246.2,353.1,1.0,2,False,None
398,N-340,29352.2,1257.0,1.0,3,False,None
399,N-340A,10265.0,439.6,1.0,2,False,None
400,N-340A,818.0,35.0,1.0,2,False,None
401,N-340A,6819.0,292.0,1.0,2,False,None
402,N-340A,5114.2,219.0,1.0,2,False,None
403,N-340A,6819.0,292.0,1.0,2,False,None
404,N-347AL,5194.5,222.5,1.0,4,True,Comprehensive
405,N-347GR,8640.0,370.0,1.0,2,False,None
406,N-349,13089.5,560.6,1.0,4,True,Comprehensive
407,N-350,17440.8,746.9,1.0,2,False,None
408,N-351,5740.9,245.9,1.0,2,False,None
409,N-351,5740.9,245.9,1.0,2,False,None
410,N-357,8845.2,378.8,1.0,2,False,None
411,N-357,8845.2,378.8,1.0,4,True,Core
412,N-357,8845.2,378.8,1.0,4,True,Core
413,N-400,6557.6,280.8,1.0,2,False,None
414,N-400,3191.2,136.7,1.0,2,False,None
415,N-400,700.2,30.0,1.0,2,False,None
416,N-400,700.2,30.0,1.0,2,False,None
417,N-400,553.3,23.7,1.0,2,False,None
418,N-400,332.4,14.2,1.0,2,False,None
419,N-400,700.2,30.0,1.0,2,False,None
420,N-400A,67.8,2.9,1.0,2,False,None
421,N-401,5156.4,220.8,1.0,2,False,None
422,N-401A,2211.5,94.7,1.0,2,False,None
423,N-401A,1446.2,61.9,1.0,2,False,None
424,N-401A,4708.8,201.7,1.0,2,False,None
425,N-401A,2211.5,94.7,1.0,2,False,None
426,N-401A,2211.5,94.7,1.0,2,False,None
427,N-403,515.8,22.1,1.0,2,False,None
428,N-403,3765.1,161.2,1.0,2,False,None
429,N-403,6163.2,263.9,1.0,2,False,None
430,N-403,2993.8,128.2,1.0,2,False,None
431,N-403A,440.2,18.9,1.0,2,False,None
432,N-403A,2075.0,88.9,1.0,2,False,None
433,N-403A,1425.5,61.0,1.0,2,False,None
434,N-403A,2487.2,106.5,1.0,2,False,None
435,N-430A,169.2,7.2,1.0,2,False,None
436,N-430A,452.5,19.4,1.0,2,False,None
437,N-432A,158.5,6.8,1.0,2,False,None
438,N-432A,31.5,1.3,1.0,2,False,None
439,N-432A,89.0,3.8,1.0,2,False,None
440,N-432A,59.2,2.5,1.0,2,False,None
441,N-432A,498.3,21.3,1.0,2,False,None
442,N-432A,80.5,3.4,1.0,2,False,None
443,N-432A,18.0,0.8,1.0,2,False,None
444,N-432A,64.2,2.8,1.0,2,False,None
445,N-432A,539.2,23.1,1.0,2,False,None
446,N-432A,209.2,9.0,1.0,2,False,None
447,N-432A,1523.8,65.3,1.0,2,False,None
448,N-432A,3287.0,140.8,1.0,2,False,None
449,N-432A,498.3,21.3,1.0,2,False,None
450,N-432A,498.3,21.3,1.0,2,False,None
451,N-432A,491.7,21.1,1.0,2,False,None
452,N-432A,2230.8,95.5,1.0,2,False,None
453,N-432A,505.0,21.6,1.0,2,False,None
454,N-432A,193.7,8.3,1.0,2,False,None
455,N-432A,498.3,21.3,1.0,2,False,None
456,N-432R,1953.8,83.7,1.0,2,False,None
457,N-433,3155.6,135.1,1.0,2,False,None
458,N-433,4284.3,183.5,1.0,4,True,Comprehensive
459,N-433,2027.0,86.8,1.0,4,True,Comprehensive
460,N-435,3488.0,149.4,1.0,2,False,None
461,N-435A,446.6,19.1,1.0,2,False,None
462,N-5,6992.8,299.5,1.0,2,False,None
463,N-5,334.8,14.3,1.0,2,False,None
464,N-5,3888.0,166.5,1.0,4,True,Comprehensive
465,N-5,1752.2,75.0,1.0,2,False,None
466,N-5,707.8,30.3,1.0,2,False,None
467,N-501,6677.3,286.0,1.0,2,False,None
468,N-501,802.6,34.4,1.0,2,False,None
469,N-501,3615.0,154.8,1.0,4,True,Comprehensive
470,N-501,3615.0,154.8,1.0,2,False,None
471,N-501A,653.8,28.0,1.0,2,False,None
472,N-502,2284.3,97.8,1.0,2,False,None
473,N-502,1998.0,85.6,1.0,2,False,None
474,N-502,1711.7,73.3,1.0,2,False,None
475,N-502A,526.2,22.5,1.0,2,False,None
476,N-502A,526.2,22.5,1.0,2,False,None
477,N-502A,526.2,22.5,1.0,2,False,None
478,N-502A,7505.2,321.4,1.0,2,False,None
479,N-502A,526.2,22.5,1.0,2,False,None
480,N-502A,762.5,32.7,1.0,2,False,None
481,N-502A,526.2,22.5,1.0,2,False,None
482,N-502A,30.8,1.3,1.0,2,False,None
483,N-502A,40.5,1.7,1.0,2,False,None
484,N-521,1250.2,53.5,1.0,2,False,None
485,N-521,8523.1,365.0,1.0,2,False,None
486,N-521,5347.9,229.0,1.0,2,False,None
487,N-521,12834.5,549.6,1.0,2,False,None
488,N-521,2172.6,93.0,1.0,2,False,None
489,N-523,3544.9,151.8,1.0,2,False,None
490,N-523,8087.3,346.3,1.0,2,False,None
491,N-525,1901.8,81.4,1.0,2,False,None
492,N-525,892.9,38.2,1.0,2,False,None
493,N-525,3943.6,168.9,1.0,2,False,None
494,N-525,5757.5,246.6,1.0,2,False,None
495,N-525,8550.2,366.2,1.0,2,False,None
496,N-532,2540.0,108.8,1.0,2,False,None
497,N-536,2005.1,85.9,1.0,2,False,None
498,N-540,13468.0,576.8,1.0,2,False,None
499,N-540,7132.2,305.4,1.0,2,False,None
500,N-540,3656.5,156.6,1.0,2,False,None
501,N-540A,175.2,7.5,1.0,2,False,None
502,N-541,3324.3,142.4,1.0,2,False,None
503,N-542,22214.0,951.3,1.0,3,False,None
504,N-544,6750.0,289.1,1.0,2,False,None
505,N-547,3638.0,155.8,1.0,2,False,None
506,N-550,21488.2,920.2,1.0,3,False,None
507,N-550,10921.5,467.7,1.0,2,False,None
508,N-550,25214.0,1079.8,1.0,3,False,None
509,N-550,12766.1,546.7,1.0,2,False,None
510,N-550,6411.2,274.6,1.0,2,False,None
511,N-550,14178.3,607.2,1.0,2,False,None
512,N-550,14178.3,607.2,1.0,2,False,None
513,N-550,15590.5,667.7,1.0,2,False,None
514,N-550A,10617.8,454.7,1.0,2,False,None
515,N-550A,4770.8,204.3,1.0,2,False,None
516,N-550R,7148.8,306.1,1.0,2,False,None
517,N-551,6004.4,257.1,1.0,2,False,None
518,N-552,11743.4,502.9,1.0,2,False,None
519,N-554,9803.1,419.8,1.0,2,False,None
520,N-555,7669.8,328.5,1.0,2,False,None
521,N-556,10286.8,440.5,1.0,2,False,None
522,N-559,707.2,30.3,1.0,2,False,None
523,N-5A,2101.5,90.0,1.0,2,False,None
524,N-5A,15810.2,677.1,1.0,2,False,None
525,N-5A,8955.9,383.5,1.0,2,False,None
526,N-6,13867.5,593.9,1.0,2,False,None
527,N-6,6970.4,298.5,1.0,2,False,None
528,N-6,69.0,3.0,1.0,2,False,None
529,N-6,204.2,8.7,1.0,2,False,None
